ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
04.04.2020,03.04.2020,21,04.04.2020,12,08100103,1000,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,03.04.2020,17,06.04.2020,12,04200308,1125,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,03.04.2020,17,06.04.2020,7,03701555,1096,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,03.04.2020,15,06.04.2020,10,07200409,1099,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.04.2020,03.04.2020,14,06.04.2020,6,07601238,269,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.04.2020,03.04.2020,10,03.04.2020,10,04500937,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
15.04.2020,03.04.2020,17,04.04.2020,12,07200308,849,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.04.2020,03.04.2020,22,04.04.2020,8,12200308,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.05.2020,03.04.2020,19,04.04.2020,15,08200624,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.05.2020,03.04.2020,7,04.04.2020,14,09200613,80,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.04.2020,03.04.2020,16,04.04.2020,9,04300619,420,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.04.2020,03.04.2020,8,03.04.2020,17,09501737,429,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.04.2020,03.04.2020,19,03.04.2020,19,10200627,100,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
03.04.2020,03.04.2020,21,03.04.2020,21,03500935,500,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.04.2020,03.04.2020,10,03.04.2020,14,07100103,410,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.04.2020,03.04.2020,9,03.04.2020,15,02300418,1842,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.05.2020,03.04.2020,6,05.04.2020,16,11200513,380,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.04.2020,03.04.2020,22,04.04.2020,12,03500934,1850,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.04.2020,04.04.2020,12,06.04.2020,20,07200409,2500,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
05.04.2020,04.04.2020,18,05.04.2020,12,07300517,797,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,15,05.04.2020,9,05100316,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,17,05.04.2020,9,07300619,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,18,05.04.2020,12,12100103,500,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
05.04.2020,04.04.2020,21,05.04.2020,6,12200310,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,21,05.04.2020,15,02300419,1209,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,18,05.04.2020,10,09301024,180,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.06.2020,04.04.2020,10,05.04.2020,15,02300418,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,16,04.04.2020,23,08100415,105,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,17,04.04.2020,17,08100206,955,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,11,04.04.2020,15,06200422,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,23,04.04.2020,23,10300731,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,04.04.2020,17,05.04.2020,15,11401033,309,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,04.04.2020,0,05.04.2020,14,05100209,330,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
09.04.2020,04.04.2020,14,05.04.2020,15,01100312,532,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,04.04.2020,16,05.04.2020,11,02500835,170,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,04.04.2020,20,05.04.2020,13,02500835,210,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,04.04.2020,18,07.04.2020,13,04300518,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
07.04.2020,04.04.2020,17,07.04.2020,8,03400721,448,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,04.04.2020,19,06.04.2020,11,01400940,500,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.04.2020,05.04.2020,16,06.04.2020,7,04400835,899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,05.04.2020,11,07.04.2020,8,08100310,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,05.04.2020,12,08.04.2020,11,10100208,600,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.04.2020,05.04.2020,14,06.04.2020,12,08100312,1800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,05.04.2020,17,05.04.2020,20,03500932,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,05.04.2020,18,06.04.2020,17,08100102,440,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
05.04.2020,05.04.2020,13,05.04.2020,23,01200623,80,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,05.04.2020,15,05.04.2020,18,03601140,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,05.04.2020,15,05.04.2020,15,02400623,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,05.04.2020,22,06.04.2020,9,06400841,3000,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,05.04.2020,18,06.04.2020,7,02400522,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,05.04.2020,20,06.04.2020,10,01100415,370,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,05.04.2020,13,06.04.2020,9,01100415,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,05.04.2020,15,08.04.2020,15,08100419,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
06.04.2020,05.04.2020,23,05.04.2020,23,01100309,320,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
06.04.2020,05.04.2020,22,06.04.2020,9,03400723,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,05.04.2020,18,06.04.2020,16,11300826,499,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.04.2020,05.04.2020,20,06.04.2020,6,03300412,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,05.04.2020,12,06.04.2020,11,03601346,75,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,05.04.2020,15,05.04.2020,15,07400720,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,05.04.2020,13,06.04.2020,7,10300732,2399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,05.04.2020,15,05.04.2020,15,04500938,200,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
06.04.2020,05.04.2020,21,06.04.2020,9,03400828,410,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.04.2020,05.04.2020,12,06.04.2020,11,03601346,75,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.04.2020,05.04.2020,14,06.04.2020,19,02500726,1235,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,05.04.2020,21,08.04.2020,5,09502043,734,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.04.2020,05.04.2020,21,05.04.2020,21,01300733,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,05.04.2020,17,06.04.2020,11,08200727,279,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,05.04.2020,15,05.04.2020,15,02400623,555,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,05.04.2020,21,07.04.2020,12,03701554,1050,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,12,06.04.2020,18,05100208,1108,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,06.04.2020,20,07.04.2020,8,01300732,270,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,06.04.2020,17,08.04.2020,11,01200626,630,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,12,06.04.2020,19,01100311,2348,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,8,06.04.2020,18,04501043,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,06.04.2020,18,07.04.2020,8,04501149,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,9,06.04.2020,11,09502043,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.04.2020,06.04.2020,11,08.04.2020,16,08100104,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,06.04.2020,9,07.04.2020,18,08100102,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,06.04.2020,7,08.04.2020,12,01401049,400,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,12,06.04.2020,18,04501149,349,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,14,06.04.2020,18,11401137,590,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,21,07.04.2020,11,02300315,180,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.04.2020,06.04.2020,18,09.04.2020,17,04501044,307,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,06.04.2020,16,08.04.2020,11,02400522,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,16,06.04.2020,16,12601133,200,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
07.04.2020,06.04.2020,17,06.04.2020,19,04400835,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,11,06.04.2020,15,05300840,1202,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,20,06.04.2020,21,09100101,7000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,14,06.04.2020,20,01300732,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,10,06.04.2020,11,01100207,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2021,06.04.2020,8,06.04.2020,16,07100101,260,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.04.2020,06.04.2020,14,06.04.2020,17,03701657,50,Nein,Rennrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
06.04.2020,06.04.2020,8,06.04.2020,16,06300526,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,23,07.04.2020,6,03501038,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,21,07.04.2020,10,02200208,1057,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.04.2020,06.04.2020,10,06.04.2020,16,04300624,1274,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
08.04.2020,06.04.2020,8,06.04.2020,11,08200729,849,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.04.2020,06.04.2020,8,06.04.2020,18,02500833,360,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,06.04.2020,9,06.04.2020,18,04501041,1850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,8,06.04.2020,14,06100103,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,06.04.2020,18,08.04.2020,10,02500726,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,23,07.04.2020,10,07200411,349,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,16,07.04.2020,6,01200628,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,13,06.04.2020,13,03500932,600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,9,06.04.2020,15,02200207,809,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,8,06.04.2020,17,02500726,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,8,06.04.2020,17,06100102,1899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,19,06.04.2020,22,07300618,1060,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,12,06.04.2020,15,01100309,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,17,07.04.2020,11,02500728,995,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,18,06.04.2020,19,12400720,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,3,06.04.2020,3,10200423,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,22,06.04.2020,22,09200613,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,06.04.2020,20,06.04.2020,22,03701555,299,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
06.04.2020,06.04.2020,20,06.04.2020,20,04501152,518,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.04.2020,07.04.2020,19,08.04.2020,10,02100104,420,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,07.04.2020,20,07.04.2020,20,08100415,50,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.04.2020,07.04.2020,18,10.04.2020,9,01100309,200,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.04.2020,07.04.2020,18,09.04.2020,8,04200310,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,07.04.2020,9,07.04.2020,12,10400939,1249,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,07.04.2020,11,07.04.2020,11,05200629,900,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
07.04.2020,07.04.2020,18,07.04.2020,18,08100312,1000,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
07.04.2020,07.04.2020,16,07.04.2020,16,09200717,2000,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.04.2020,07.04.2020,11,07.04.2020,15,05100316,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,12,08.04.2020,11,11400929,722,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,20,08.04.2020,10,03601347,415,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,12,08.04.2020,14,08100102,150,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,20,08.04.2020,7,11300722,4565,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,18,08.04.2020,9,03400829,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,07.04.2020,13,07.04.2020,16,04501149,2836,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.04.2020,07.04.2020,18,08.04.2020,14,06300526,480,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,07.04.2020,6,07.04.2020,7,08100312,275,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
07.04.2020,07.04.2020,7,07.04.2020,16,09100304,452,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.04.2020,07.04.2020,10,07.04.2020,11,12601133,955,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.04.2020,07.04.2020,17,08.04.2020,10,03200207,790,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,15,08.04.2020,14,06200422,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,18,07.04.2020,19,03601453,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,19,08.04.2020,9,03200207,958,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,07.04.2020,16,09.04.2020,4,07501133,1380,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,07.04.2020,17,09.04.2020,9,03400827,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,9,07.04.2020,10,11401034,389,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,11,07.04.2020,16,06400843,629,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,17,07.04.2020,17,11100307,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,18,07.04.2020,18,09501737,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.04.2020,07.04.2020,17,07.04.2020,19,08100206,260,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,18,08.04.2020,9,03400724,239,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15.04.2020,07.04.2020,7,07.04.2020,16,06100102,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,11,07.04.2020,23,10100104,430,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,15,08.04.2020,9,08200623,442,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,07.04.2020,18,08.04.2020,7,03200207,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.04.2020,08.04.2020,17,10.04.2020,13,09300920,150,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,08.04.2020,13,08.04.2020,13,02100102,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,08.04.2020,19,08.04.2020,19,06100209,330,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.04.2020,08.04.2020,16,11.04.2020,16,09502042,1128,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.04.2020,08.04.2020,20,10.04.2020,9,08100206,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,08.04.2020,0,08.04.2020,0,03701659,708,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.04.2020,08.04.2020,14,08.04.2020,19,01100415,255,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.04.2020,08.04.2020,20,09.04.2020,9,01100313,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.04.2020,08.04.2020,19,09.04.2020,10,08100418,1286,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,08.04.2020,13,08.04.2020,14,01400941,2800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,08.04.2020,7,08.04.2020,17,08401139,875,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,08.04.2020,12,08.04.2020,18,11401032,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.04.2020,08.04.2020,13,08.04.2020,17,01401044,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.04.2020,08.04.2020,16,08.04.2020,16,03200207,1065,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,08.04.2020,19,08.04.2020,20,09200613,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.04.2020,08.04.2020,8,08.04.2020,10,02400623,999,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
11.04.2020,08.04.2020,14,10.04.2020,12,07300516,300,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.04.2020,08.04.2020,13,08.04.2020,19,03400826,530,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
