continent,country,year,life_expectancy,fertility,population
Asia,Afghanistan,2013,54.8,4.9,30682500.0
Asia,Afghanistan,2014,54.9,4.68,31627506.0
Asia,Afghanistan,2015,53.8,4.47,32526562.0
Asia,Bahrain,1950,41.04,7.03,115614.0
Asia,Bahrain,1951,41.45,7.01,116919.0
Asia,Bahrain,1952,42.32,6.97,119689.0
Asia,Bahrain,1953,43.26,6.95,123593.0
Asia,Bahrain,1954,44.27,6.94,128333.0
Asia,Bahrain,1955,45.35,6.94,133653.0
Asia,Bahrain,1956,46.49,6.95,139332.0
Asia,Bahrain,1957,47.7,6.97,145185.0
Asia,Bahrain,1958,48.97,7.01,151067.0
Asia,Bahrain,1959,50.29,7.05,156865.0
Asia,Bahrain,1960,51.64,7.09,162501.0
Asia,Bahrain,1961,52.99,7.13,167924.0
Asia,Bahrain,1962,54.33,7.17,173107.0
Asia,Bahrain,1963,55.64,7.19,178048.0
Asia,Bahrain,1964,56.9,7.19,182774.0
Asia,Bahrain,1965,58.1,7.17,187348.0
Asia,Bahrain,1966,59.23,7.1,191782.0
Asia,Bahrain,1967,60.29,7.0,196203.0
Asia,Bahrain,1968,61.29,6.86,200953.0
Asia,Bahrain,1969,62.22,6.69,206469.0
Asia,Bahrain,1970,63.1,6.5,213102.0
Asia,Bahrain,1971,63.92,6.29,220808.0
Asia,Bahrain,1972,64.67,6.09,229588.0
Asia,Bahrain,1973,65.38,5.9,239860.0
Asia,Bahrain,1974,66.03,5.72,252139.0
Asia,Bahrain,1975,66.63,5.56,266686.0
Asia,Bahrain,1976,67.2,5.41,283843.0
Asia,Bahrain,1977,67.72,5.28,303236.0
Asia,Bahrain,1978,68.21,5.16,323511.0
Asia,Bahrain,1979,68.67,5.04,342829.0
Asia,Bahrain,1980,69.09,4.92,359902.0
Asia,Bahrain,1981,69.47,4.8,374125.0
Asia,Bahrain,1982,69.83,4.69,385950.0
Asia,Bahrain,1983,70.16,4.58,396447.0
Asia,Bahrain,1984,70.46,4.47,407223.0
Asia,Bahrain,1985,70.73,4.36,419425.0
Asia,Bahrain,1986,70.98,4.25,433487.0
Asia,Bahrain,1987,71.2,4.13,448994.0
Asia,Bahrain,1988,71.41,4.0,465235.0
Asia,Bahrain,1989,71.61,3.87,481126.0
Asia,Bahrain,1990,71.8,3.74,495944.0
Asia,Bahrain,1991,72.0,3.6,509654.0
Asia,Bahrain,1992,72.1,3.47,522748.0
Asia,Bahrain,1993,72.5,3.34,535692.0
Asia,Bahrain,1994,72.9,3.21,549151.0
Asia,Bahrain,1995,73.0,3.1,563730.0
Asia,Bahrain,1996,73.4,3.01,579855.0
Asia,Bahrain,1997,73.8,2.93,597834.0
Asia,Bahrain,1998,74.0,2.86,618054.0
Asia,Bahrain,1999,74.2,2.81,640904.0
Asia,Bahrain,2000,73.7,2.77,666855.0
Asia,Bahrain,2001,74.3,2.72,694893.0
Asia,Bahrain,2002,74.8,2.67,725365.0
Asia,Bahrain,2003,75.3,2.6,761595.0
Asia,Bahrain,2004,75.7,2.53,807989.0
Asia,Bahrain,2005,76.1,2.45,867014.0
Asia,Bahrain,2006,76.3,2.37,940808.0
Asia,Bahrain,2007,77.0,2.29,1026568.0
Asia,Bahrain,2008,77.6,2.23,1115777.0
Asia,Bahrain,2009,78.2,2.18,1196774.0
Asia,Bahrain,2010,78.7,2.14,1261319.0
Asia,Bahrain,2011,78.8,2.12,1306014.0
Asia,Bahrain,2012,79.0,2.09,1333577.0
Asia,Bahrain,2013,79.1,2.08,1349427.0
Asia,Bahrain,2014,79.1,2.05,1361930.0
Asia,Bahrain,2015,79.1,2.03,1377237.0
Asia,Bangladesh,1950,42.46,6.23,37894680.0
Asia,Bangladesh,1951,42.58,6.27,38706927.0
Asia,Bangladesh,1952,42.87,6.33,39493326.0
Asia,Bangladesh,1953,43.19,6.39,40302266.0
Asia,Bangladesh,1954,43.54,6.45,41170306.0
Asia,Bangladesh,1955,43.91,6.5,42122171.0
Asia,Bangladesh,1956,44.3,6.56,43170261.0
Asia,Bangladesh,1957,44.73,6.6,44315145.0
Asia,Bangladesh,1958,45.19,6.65,45547037.0
Asia,Bangladesh,1959,45.68,6.69,46848270.0
Asia,Bangladesh,1960,46.2,6.73,48200702.0
Asia,Bangladesh,1961,46.73,6.76,49593610.0
Asia,Bangladesh,1962,47.28,6.79,51030604.0
Asia,Bangladesh,1963,47.81,6.83,52532595.0
Asia,Bangladesh,1964,48.29,6.85,54129390.0
Asia,Bangladesh,1965,48.6,6.88,55835020.0
Asia,Bangladesh,1966,48.63,6.9,57675529.0
Asia,Bangladesh,1967,48.37,6.92,59625294.0
Asia,Bangladesh,1968,47.83,6.94,61585520.0
Asia,Bangladesh,1969,47.09,6.95,63422570.0
Asia,Bangladesh,1970,46.31,6.95,65048701.0
Asia,Bangladesh,1971,45.74,6.94,66417450.0
Asia,Bangladesh,1972,45.52,6.93,67578486.0
Asia,Bangladesh,1973,45.77,6.9,68658472.0
Asia,Bangladesh,1974,46.49,6.87,69837960.0
Asia,Bangladesh,1975,47.58,6.82,71247153.0
Asia,Bangladesh,1976,48.92,6.76,72930206.0
Asia,Bangladesh,1977,50.27,6.68,74848466.0
Asia,Bangladesh,1978,51.47,6.59,76948378.0
Asia,Bangladesh,1979,52.44,6.48,79141947.0
Asia,Bangladesh,1980,53.18,6.36,81364176.0
Asia,Bangladesh,1981,53.72,6.22,83599582.0
Asia,Bangladesh,1982,54.15,6.06,85868228.0
Asia,Bangladesh,1983,54.57,5.89,88181211.0
Asia,Bangladesh,1984,55.0,5.71,90559540.0
Asia,Bangladesh,1985,55.47,5.52,93015182.0
Asia,Bangladesh,1986,55.96,5.33,95550798.0
Asia,Bangladesh,1987,56.46,5.13,98149262.0
Asia,Bangladesh,1988,56.94,4.93,100779551.0
Asia,Bangladesh,1989,57.42,4.74,103400571.0
Asia,Bangladesh,1990,57.9,4.55,105983136.0
Asia,Bangladesh,1991,56.4,4.37,108509679.0
Asia,Bangladesh,1992,59.7,4.2,110987459.0
Asia,Bangladesh,1993,60.5,4.03,113442354.0
Asia,Bangladesh,1994,61.2,3.88,115913710.0
Asia,Bangladesh,1995,61.6,3.73,118427768.0
Asia,Bangladesh,1996,62.4,3.6,120987124.0
Asia,Bangladesh,1997,63.2,3.47,123574107.0
Asia,Bangladesh,1998,63.9,3.35,126169583.0
Asia,Bangladesh,1999,64.6,3.23,128746273.0
Asia,Bangladesh,2000,64.9,3.12,131280739.0
Asia,Bangladesh,2001,65.4,3.01,133776064.0
Asia,Bangladesh,2002,65.8,2.91,136228456.0
Asia,Bangladesh,2003,66.3,2.8,138600174.0
Asia,Bangladesh,2004,66.8,2.7,140843786.0
Asia,Bangladesh,2005,67.1,2.61,142929979.0
Asia,Bangladesh,2006,67.5,2.52,144839238.0
Asia,Bangladesh,2007,67.7,2.44,146592687.0
Asia,Bangladesh,2008,68.3,2.38,148252473.0
Asia,Bangladesh,2009,68.6,2.32,149905836.0
Asia,Bangladesh,2010,68.8,2.28,151616777.0
Asia,Bangladesh,2011,69.3,2.24,153405612.0
Asia,Bangladesh,2012,69.4,2.21,155257387.0
Asia,Bangladesh,2013,69.8,2.18,157157394.0
Asia,Bangladesh,2014,70.1,2.15,159077513.0
Asia,Bangladesh,2015,70.4,2.12,160995642.0
Asia,Bhutan,1950,30.59,6.67,176795.0
Asia,Bhutan,1951,30.94,6.67,181489.0
Asia,Bhutan,1952,31.47,6.67,186160.0
Asia,Bhutan,1953,32.01,6.67,190810.0
Asia,Bhutan,1954,32.56,6.67,195449.0
Asia,Bhutan,1955,33.12,6.67,200089.0
Asia,Bhutan,1956,33.68,6.67,204748.0
Asia,Bhutan,1957,34.25,6.67,209449.0
Asia,Bhutan,1958,34.81,6.67,214221.0
Asia,Bhutan,1959,35.38,6.67,219095.0
Asia,Bhutan,1960,35.94,6.67,224108.0
Asia,Bhutan,1961,36.49,6.67,229297.0
Asia,Bhutan,1962,37.04,6.67,234703.0
Asia,Bhutan,1963,37.57,6.67,240364.0
Asia,Bhutan,1964,38.12,6.67,246324.0
Asia,Bhutan,1965,38.68,6.67,252629.0
Asia,Bhutan,1966,39.28,6.67,259270.0
Asia,Bhutan,1967,39.94,6.67,266293.0
Asia,Bhutan,1968,40.66,6.67,273868.0
Asia,Bhutan,1969,41.45,6.67,282210.0
Asia,Bhutan,1970,42.31,6.67,291457.0
Asia,Bhutan,1971,43.23,6.67,301653.0
Asia,Bhutan,1972,44.2,6.68,312712.0
Asia,Bhutan,1973,45.18,6.69,324465.0
Asia,Bhutan,1974,46.2,6.69,336677.0
Asia,Bhutan,1975,47.21,6.69,349146.0
Asia,Bhutan,1976,48.22,6.69,361862.0
Asia,Bhutan,1977,49.22,6.67,374801.0
Asia,Bhutan,1978,50.21,6.64,387731.0
Asia,Bhutan,1979,51.18,6.6,400378.0
Asia,Bhutan,1980,52.12,6.55,412561.0
Asia,Bhutan,1981,53.05,6.5,423887.0
Asia,Bhutan,1982,53.96,6.46,434385.0
Asia,Bhutan,1983,54.87,6.41,444789.0
Asia,Bhutan,1984,55.78,6.36,456135.0
Asia,Bhutan,1985,56.69,6.31,469010.0
Asia,Bhutan,1986,57.61,6.23,484151.0
Asia,Bhutan,1987,58.54,6.13,500952.0
Asia,Bhutan,1988,59.48,5.99,517068.0
Asia,Bhutan,1989,60.44,5.83,529284.0
Asia,Bhutan,1990,61.4,5.64,535505.0
Asia,Bhutan,1991,61.9,5.43,534678.0
Asia,Bhutan,1992,62.4,5.22,528085.0
Asia,Bhutan,1993,62.8,5.0,518847.0
Asia,Bhutan,1994,63.1,4.8,511382.0
Asia,Bhutan,1995,63.8,4.6,508897.0
Asia,Bhutan,1996,64.7,4.4,512377.0
Asia,Bhutan,1997,65.1,4.21,520917.0
Asia,Bhutan,1998,65.6,4.01,533506.0
Asia,Bhutan,1999,66.5,3.81,548387.0
Asia,Bhutan,2000,65.9,3.61,564187.0
Asia,Bhutan,2001,67.5,3.42,580784.0
Asia,Bhutan,2002,68.1,3.24,598421.0
Asia,Bhutan,2003,68.5,3.07,616474.0
Asia,Bhutan,2004,68.9,2.92,634235.0
Asia,Bhutan,2005,69.3,2.79,651163.0
Asia,Bhutan,2006,69.8,2.68,666920.0
Asia,Bhutan,2007,70.3,2.59,681471.0
Asia,Bhutan,2008,70.7,2.51,694990.0
Asia,Bhutan,2009,70.9,2.44,707830.0
Asia,Bhutan,2010,71.4,2.38,720246.0
Asia,Bhutan,2011,71.7,2.32,732246.0
Asia,Bhutan,2012,71.9,2.28,743711.0
Asia,Bhutan,2013,72.2,2.23,754637.0
Asia,Bhutan,2014,72.4,2.19,765008.0
Asia,Bhutan,2015,72.7,2.15,774830.0
Asia,Brunei,1950,56.68,7.52,48001.0
Asia,Brunei,1951,56.99,7.36,50971.0
Asia,Brunei,1952,57.6,7.07,53932.0
Asia,Brunei,1953,58.22,6.84,56958.0
Asia,Brunei,1954,58.83,6.66,60104.0
Asia,Brunei,1955,59.45,6.54,63401.0
Asia,Brunei,1956,60.07,6.47,66859.0
Asia,Brunei,1957,60.7,6.44,70465.0
Asia,Brunei,1958,61.31,6.44,74189.0
Asia,Brunei,1959,61.93,6.47,77989.0
Asia,Brunei,1960,62.52,6.49,81825.0
Asia,Brunei,1961,63.11,6.49,85687.0
Asia,Brunei,1962,63.67,6.45,89603.0
Asia,Brunei,1963,64.21,6.36,93650.0
Asia,Brunei,1964,64.72,6.23,97933.0
Asia,Brunei,1965,65.21,6.07,102525.0
Asia,Brunei,1966,65.67,5.92,107450.0
Asia,Brunei,1967,66.12,5.8,112680.0
Asia,Brunei,1968,66.54,5.74,118176.0
Asia,Brunei,1969,66.97,5.73,123875.0
Asia,Brunei,1970,67.38,5.75,129729.0
Asia,Brunei,1971,67.79,5.77,135716.0
Asia,Brunei,1972,68.19,5.76,141836.0
Asia,Brunei,1973,68.58,5.69,148067.0
Asia,Brunei,1974,68.95,5.56,154395.0
Asia,Brunei,1975,69.32,5.37,160799.0
Asia,Brunei,1976,69.67,5.13,167283.0
Asia,Brunei,1977,70.01,4.88,173826.0
Asia,Brunei,1978,70.33,4.65,180357.0
Asia,Brunei,1979,70.65,4.43,186786.0
Asia,Brunei,1980,70.95,4.25,193057.0
Asia,Brunei,1981,71.25,4.1,199136.0
Asia,Brunei,1982,71.54,3.99,205061.0
Asia,Brunei,1983,71.84,3.91,210933.0
Asia,Brunei,1984,72.12,3.84,216893.0
Asia,Brunei,1985,72.41,3.79,223049.0
Asia,Brunei,1986,72.69,3.76,229418.0
Asia,Brunei,1987,72.98,3.72,235980.0
Asia,Brunei,1988,73.26,3.67,242750.0
Asia,Brunei,1989,73.54,3.61,249738.0
Asia,Brunei,1990,73.8,3.53,256939.0
Asia,Brunei,1991,73.8,3.44,264365.0
Asia,Brunei,1992,74.0,3.32,271989.0
Asia,Brunei,1993,74.2,3.2,279717.0
Asia,Brunei,1994,74.4,3.06,287423.0
Asia,Brunei,1995,74.7,2.93,295010.0
Asia,Brunei,1996,74.9,2.8,302449.0
Asia,Brunei,1997,75.2,2.68,309746.0
Asia,Brunei,1998,75.6,2.57,316873.0
Asia,Brunei,1999,75.8,2.48,323812.0
Asia,Brunei,2000,75.9,2.4,330554.0
Asia,Brunei,2001,76.1,2.34,337074.0
Asia,Brunei,2002,76.3,2.29,343383.0
Asia,Brunei,2003,76.5,2.25,349557.0
Asia,Brunei,2004,76.7,2.21,355700.0
Asia,Brunei,2005,76.7,2.18,361889.0
Asia,Brunei,2006,76.8,2.15,368150.0
Asia,Brunei,2007,76.8,2.12,374459.0
Asia,Brunei,2008,76.9,2.1,380786.0
Asia,Brunei,2009,77.0,2.07,387080.0
Asia,Brunei,2010,77.1,2.05,393302.0
Asia,Brunei,2011,76.9,2.03,399443.0
Asia,Brunei,2012,76.9,2.01,405512.0
Asia,Brunei,2013,76.9,1.99,411499.0
Asia,Brunei,2014,77.1,1.98,417394.0
Asia,Brunei,2015,77.1,1.96,423188.0
Asia,Cambodia,1950,40.32,6.95,4432716.0
Asia,Cambodia,1951,40.5,6.95,4539656.0
Asia,Cambodia,1952,40.81,6.95,4658653.0
Asia,Cambodia,1953,41.08,6.95,4784792.0
Asia,Cambodia,1954,41.32,6.95,4914447.0
Asia,Cambodia,1955,41.52,6.95,5045284.0
Asia,Cambodia,1956,41.7,6.95,5176326.0
Asia,Cambodia,1957,41.86,6.96,5307886.0
Asia,Cambodia,1958,41.99,6.96,5441365.0
Asia,Cambodia,1959,42.14,6.97,5578905.0
Asia,Cambodia,1960,42.29,6.97,5722370.0
Asia,Cambodia,1961,42.47,6.96,5872247.0
Asia,Cambodia,1962,42.7,6.96,6026696.0
Asia,Cambodia,1963,42.95,6.94,6181137.0
Asia,Cambodia,1964,43.2,6.91,6329411.0
Asia,Cambodia,1965,43.45,6.87,6467196.0
Asia,Cambodia,1966,43.73,6.82,6588993.0
Asia,Cambodia,1967,44.0,6.75,6695460.0
Asia,Cambodia,1968,44.13,6.67,6795514.0
Asia,Cambodia,1969,44.03,6.58,6902025.0
Asia,Cambodia,1970,43.28,6.48,7022185.0
Asia,Cambodia,1971,41.67,6.34,7167716.0
Asia,Cambodia,1972,39.73,6.17,7331162.0
Asia,Cambodia,1973,37.58,5.99,7478147.0
Asia,Cambodia,1974,34.94,5.8,7561583.0
Asia,Cambodia,1975,21.69,5.62,7551988.0
Asia,Cambodia,1976,19.04,5.5,7431505.0
Asia,Cambodia,1977,18.1,5.44,7222050.0
Asia,Cambodia,1978,19.55,5.46,6982522.0
Asia,Cambodia,1979,21.91,5.55,6795102.0
Asia,Cambodia,1980,28.16,5.69,6718241.0
Asia,Cambodia,1981,38.0,5.85,6774509.0
Asia,Cambodia,1982,44.24,6.01,6945053.0
Asia,Cambodia,1983,49.43,6.13,7196139.0
Asia,Cambodia,1984,53.22,6.2,7475011.0
Asia,Cambodia,1985,55.5,6.21,7743065.0
Asia,Cambodia,1986,56.49,6.16,7990133.0
Asia,Cambodia,1987,56.82,6.07,8228268.0
Asia,Cambodia,1988,56.99,5.94,8467109.0
Asia,Cambodia,1989,57.22,5.79,8723550.0
Asia,Cambodia,1990,57.6,5.62,9008856.0
Asia,Cambodia,1991,57.9,5.44,9323607.0
Asia,Cambodia,1992,58.2,5.24,9659238.0
Asia,Cambodia,1993,58.1,5.03,10007092.0
Asia,Cambodia,1994,58.0,4.83,10355253.0
Asia,Cambodia,1995,58.1,4.62,10694459.0
Asia,Cambodia,1996,58.3,4.42,11022162.0
Asia,Cambodia,1997,58.7,4.24,11338733.0
Asia,Cambodia,1998,59.0,4.06,11641509.0
Asia,Cambodia,1999,59.5,3.9,11928306.0
Asia,Cambodia,2000,60.0,3.75,12197905.0
Asia,Cambodia,2001,60.8,3.62,12448881.0
Asia,Cambodia,2002,61.6,3.5,12681984.0
Asia,Cambodia,2003,62.4,3.4,12901217.0
Asia,Cambodia,2004,63.2,3.31,13112334.0
Asia,Cambodia,2005,64.0,3.23,13320058.0
Asia,Cambodia,2006,64.8,3.16,13525360.0
Asia,Cambodia,2007,65.4,3.1,13728700.0
Asia,Cambodia,2008,66.1,3.05,13933660.0
Asia,Cambodia,2009,66.6,3.01,14144337.0
Asia,Cambodia,2010,67.0,2.97,14363586.0
Asia,Cambodia,2011,67.6,2.93,14593099.0
Asia,Cambodia,2012,68.2,2.89,14832255.0
Asia,Cambodia,2013,68.7,2.86,15078564.0
Asia,Cambodia,2014,69.1,2.83,15328136.0
Asia,Cambodia,2015,69.4,2.8,15577899.0
Asia,China,1950,41.04,5.29,544112923.0
Asia,China,1951,41.98,5.26,558820362.0
Asia,China,1952,42.91,5.97,570764965.0
Asia,China,1953,43.85,5.67,580886559.0
Asia,China,1954,45.7,5.96,589955812.0
Asia,China,1955,47.2,5.98,598574241.0
Asia,China,1956,49.57,5.61,607167524.0
Asia,China,1957,49.62,6.21,615992182.0
Asia,China,1958,49.17,5.5,625155626.0
Asia,China,1959,37.36,4.27,634649557.0
Asia,China,1960,30.53,3.99,644450173.0
Asia,China,1961,32.95,3.28,654625069.0
Asia,China,1962,43.29,5.97,665426760.0
Asia,China,1963,50.64,7.41,677332765.0
Asia,China,1964,52.0,6.12,690932043.0
Asia,China,1965,54.28,6.02,706590947.0
Asia,China,1966,55.37,6.21,724490033.0
Asia,China,1967,56.9,5.25,744365635.0
Asia,China,1968,57.87,6.37,765570668.0
Asia,China,1969,59.38,5.67,787191243.0
Asia,China,1970,61.0,5.75,808510713.0
Asia,China,1971,62.04,5.4,829367784.0
Asia,China,1972,61.36,4.92,849787991.0
Asia,China,1973,60.97,4.51,869474823.0
Asia,China,1974,60.63,4.15,888132761.0
Asia,China,1975,60.78,3.58,905580445.0
Asia,China,1976,60.46,3.25,921688199.0
Asia,China,1977,61.94,2.87,936554514.0
Asia,China,1978,62.15,2.74,950537317.0
Asia,China,1979,62.95,2.8,964155176.0
Asia,China,1980,63.92,2.32,977837433.0
Asia,China,1981,64.2,2.71,991553829.0
Asia,China,1982,65.28,2.62,1005328574.0
Asia,China,1983,65.49,2.56,1019698475.0
Asia,China,1984,65.68,2.6,1035328572.0
Asia,China,1985,65.87,2.65,1052622410.0
Asia,China,1986,66.05,2.68,1071834975.0
Asia,China,1987,66.23,2.68,1092646739.0
Asia,China,1988,66.39,2.63,1114162025.0
Asia,China,1989,66.56,2.55,1135128009.0
Asia,China,1990,66.7,2.43,1154605773.0
Asia,China,1991,67.0,2.28,1172327831.0
Asia,China,1992,67.2,2.11,1188450231.0
Asia,China,1993,67.5,1.95,1202982955.0
Asia,China,1994,67.9,1.81,1216067023.0
Asia,China,1995,68.4,1.68,1227841281.0
Asia,China,1996,68.8,1.59,1238234851.0
Asia,China,1997,69.1,1.52,1247259143.0
Asia,China,1998,69.4,1.48,1255262566.0
Asia,China,1999,69.6,1.45,1262713651.0
Asia,China,2000,69.8,1.45,1269974572.0
Asia,China,2001,70.0,1.46,1277188787.0
Asia,China,2002,70.2,1.47,1284349938.0
Asia,China,2003,70.9,1.49,1291485488.0
Asia,China,2004,71.4,1.5,1298573031.0
Asia,China,2005,71.9,1.51,1305600630.0
Asia,China,2006,72.6,1.52,1312600877.0
Asia,China,2007,73.1,1.53,1319625197.0
Asia,China,2008,73.4,1.53,1326690636.0
Asia,China,2009,73.9,1.54,1333807063.0
Asia,China,2010,74.3,1.54,1340968737.0
Asia,China,2011,74.9,1.54,1348174478.0
Asia,China,2012,75.3,1.55,1355386952.0
Asia,China,2013,75.7,1.56,1362514260.0
Asia,China,2014,75.9,1.56,1369435670.0
Asia,China,2015,76.2,1.57,1376048943.0
Asia,India,1950,34.77,5.89,376325205.0
Asia,India,1951,35.1,5.89,382231042.0
Asia,India,1952,35.76,5.9,388515758.0
Asia,India,1953,36.44,5.91,395137696.0
Asia,India,1954,37.11,5.91,402065915.0
Asia,India,1955,37.79,5.91,409280196.0
Asia,India,1956,38.48,5.91,416771502.0
Asia,India,1957,39.16,5.9,424541513.0
Asia,India,1958,39.85,5.89,432601236.0
Asia,India,1959,40.56,5.88,440968677.0
Asia,India,1960,41.26,5.87,449661874.0
Asia,India,1961,41.99,5.86,458691457.0
Asia,India,1962,42.72,5.84,468054145.0
Asia,India,1963,43.46,5.83,477729958.0
Asia,India,1964,44.23,5.81,487690114.0
Asia,India,1965,44.98,5.78,497920270.0
Asia,India,1966,45.73,5.75,508402908.0
Asia,India,1967,46.49,5.7,519162069.0
Asia,India,1968,47.21,5.64,530274729.0
Asia,India,1969,47.93,5.57,541844848.0
Asia,India,1970,48.65,5.49,553943226.0
Asia,India,1971,49.35,5.41,566605402.0
Asia,India,1972,50.08,5.32,579800632.0
Asia,India,1973,50.81,5.24,593451889.0
Asia,India,1974,51.53,5.16,607446519.0
Asia,India,1975,52.25,5.08,621703641.0
Asia,India,1976,52.93,5.0,636182810.0
Asia,India,1977,53.56,4.92,650907559.0
Asia,India,1978,54.14,4.84,665936435.0
Asia,India,1979,54.65,4.76,681358553.0
Asia,India,1980,55.1,4.68,697229745.0
Asia,India,1981,55.51,4.6,713561406.0
Asia,India,1982,55.86,4.52,730303461.0
Asia,India,1983,56.19,4.44,747374856.0
Asia,India,1984,56.51,4.36,764664278.0
Asia,India,1985,56.81,4.28,782085127.0
Asia,India,1986,57.11,4.2,799607235.0
Asia,India,1987,57.39,4.13,817232241.0
Asia,India,1988,57.65,4.04,834944397.0
Asia,India,1989,57.93,3.96,852736160.0
Asia,India,1990,58.2,3.88,870601776.0
Asia,India,1991,58.5,3.79,888513869.0
Asia,India,1992,58.8,3.71,906461358.0
Asia,India,1993,59.1,3.63,924475633.0
Asia,India,1994,59.5,3.55,942604211.0
Asia,India,1995,59.9,3.47,960874982.0
Asia,India,1996,60.2,3.4,979290432.0
Asia,India,1997,60.5,3.33,997817250.0
Asia,India,1998,60.8,3.27,1016402907.0
Asia,India,1999,61.2,3.21,1034976626.0
Asia,India,2000,61.5,3.15,1053481072.0
Asia,India,2001,61.9,3.08,1071888190.0
Asia,India,2002,62.3,3.02,1090189358.0
Asia,India,2003,62.8,2.95,1108369577.0
Asia,India,2004,63.2,2.88,1126419321.0
Asia,India,2005,63.6,2.82,1144326293.0
Asia,India,2006,63.9,2.75,1162088305.0
Asia,India,2007,64.3,2.69,1179685631.0
Asia,India,2008,64.7,2.64,1197070109.0
Asia,India,2009,65.0,2.6,1214182182.0
Asia,India,2010,65.4,2.56,1230984504.0
Asia,India,2011,65.7,2.53,1247446011.0
Asia,India,2012,66.1,2.51,1263589639.0
Asia,India,2013,66.5,2.48,1279498874.0
Asia,India,2014,66.9,2.45,1295291543.0
Asia,India,2015,67.2,2.43,1311050527.0
Asia,Indonesia,1950,36.51,5.35,69543319.0
Asia,Indonesia,1951,36.99,5.39,70869608.0
Asia,Indonesia,1952,37.93,5.46,72309902.0
Asia,Indonesia,1953,38.86,5.53,73866520.0
Asia,Indonesia,1954,39.78,5.58,75539738.0
Asia,Indonesia,1955,40.68,5.62,77327799.0
Asia,Indonesia,1956,41.57,5.65,79226787.0
Asia,Indonesia,1957,42.45,5.67,81230749.0
Asia,Indonesia,1958,43.32,5.67,83332054.0
Asia,Indonesia,1959,44.17,5.67,85521981.0
Asia,Indonesia,1960,45.01,5.67,87792512.0
Asia,Indonesia,1961,45.83,5.66,90138235.0
Asia,Indonesia,1962,46.65,5.65,92558006.0
Asia,Indonesia,1963,47.45,5.63,95055669.0
Asia,Indonesia,1964,48.24,5.62,97638027.0
Asia,Indonesia,1965,43.77,5.61,100308896.0
Asia,Indonesia,1966,44.18,5.6,103067352.0
Asia,Indonesia,1967,50.54,5.58,105907403.0
Asia,Indonesia,1968,51.27,5.56,108821565.0
Asia,Indonesia,1969,52.0,5.52,111800090.0
Asia,Indonesia,1970,52.71,5.47,114834781.0
Asia,Indonesia,1971,53.4,5.41,117921994.0
Asia,Indonesia,1972,54.09,5.34,121059511.0
Asia,Indonesia,1973,54.75,5.25,124242299.0
Asia,Indonesia,1974,55.41,5.15,127465232.0
Asia,Indonesia,1975,56.04,5.04,130724118.0
Asia,Indonesia,1976,56.67,4.93,134010695.0
Asia,Indonesia,1977,57.27,4.81,137322122.0
Asia,Indonesia,1978,57.87,4.68,140665859.0
Asia,Indonesia,1979,58.45,4.56,144053516.0
Asia,Indonesia,1980,59.01,4.43,147490366.0
Asia,Indonesia,1981,59.57,4.3,150978841.0
Asia,Indonesia,1982,60.12,4.17,154506266.0
Asia,Indonesia,1983,60.64,4.03,158044343.0
Asia,Indonesia,1984,61.16,3.89,161555584.0
Asia,Indonesia,1985,61.66,3.75,165012195.0
Asia,Indonesia,1986,62.15,3.61,168402027.0
Asia,Indonesia,1987,62.63,3.47,171728916.0
Asia,Indonesia,1988,63.1,3.35,175000919.0
Asia,Indonesia,1989,63.55,3.23,178233231.0
Asia,Indonesia,1990,64.0,3.12,181436821.0
Asia,Indonesia,1991,64.5,3.02,184614740.0
Asia,Indonesia,1992,64.9,2.93,187762097.0
Asia,Indonesia,1993,65.3,2.84,190873248.0
Asia,Indonesia,1994,65.7,2.76,193939912.0
Asia,Indonesia,1995,66.1,2.69,196957845.0
Asia,Indonesia,1996,66.4,2.63,199926615.0
Asia,Indonesia,1997,66.7,2.58,202853850.0
Asia,Indonesia,1998,67.0,2.53,205753493.0
Asia,Indonesia,1999,67.2,2.5,208644079.0
Asia,Indonesia,2000,67.5,2.48,211540428.0
Asia,Indonesia,2001,67.8,2.48,214448301.0
Asia,Indonesia,2002,68.0,2.47,217369087.0
Asia,Indonesia,2003,68.2,2.48,220307809.0
Asia,Indonesia,2004,66.7,2.49,223268606.0
Asia,Indonesia,2005,68.7,2.49,226254703.0
Asia,Indonesia,2006,68.9,2.5,229263980.0
Asia,Indonesia,2007,69.2,2.49,232296830.0
Asia,Indonesia,2008,69.4,2.48,235360765.0
Asia,Indonesia,2009,69.6,2.46,238465165.0
Asia,Indonesia,2010,69.8,2.43,241613126.0
Asia,Indonesia,2011,70.1,2.4,244808254.0
Asia,Indonesia,2012,70.3,2.37,248037853.0
Asia,Indonesia,2013,70.6,2.34,251268276.0
Asia,Indonesia,2014,70.8,2.31,254454778.0
Asia,Indonesia,2015,71.1,2.28,257563815.0
Asia,Iran,1950,39.94,6.92,17119263.0
Asia,Iran,1951,40.29,6.91,17516578.0
Asia,Iran,1952,40.92,6.91,17933356.0
Asia,Iran,1953,41.56,6.91,18368896.0
Asia,Iran,1954,42.19,6.91,18822605.0
Asia,Iran,1955,42.84,6.91,19293998.0
Asia,Iran,1956,43.47,6.91,19782699.0
Asia,Iran,1957,44.11,6.92,20288440.0
Asia,Iran,1958,44.74,6.92,20811062.0
Asia,Iran,1959,45.38,6.93,21350524.0
Asia,Iran,1960,46.0,6.93,21906905.0
Asia,Iran,1961,46.61,6.92,22480420.0
